CASE #,DATE  OF OCCURRENCE,PRIMARY DESCRIPTION,SECONDARY DESCRIPTION,LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,DISTRICT
HX346774,15/7/14,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,1033,16
HX346792,15/7/14,THEFT,$500 AND UNDER,RESIDENCE,FALSE,TRUE,621,16
HX347495,15/7/14,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,324,16
HX346959,15/7/14,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,725,16
HX350289,16/7/14,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,1124,16
HX346906,16/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,431,16
HX348286,16/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,711,16
HX349214,16/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1533,16
HX346867,16/7/14,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,1622,16
HX346885,16/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1623,16
HX346908,16/7/14,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,TRUE,726,16
HX346923,16/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,FALSE,932,16
HX350238,16/7/14,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,TRUE,FALSE,513,16
HX346940,16/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,431,16
HX347622,16/7/14,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1624,16
HX347268,16/7/14,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,925,16
HX346956,16/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,614,16
HX347507,16/7/14,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,532,16
HX348757,16/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,1013,16
HX347103,16/7/14,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,FALSE,FALSE,224,16
HX347014,16/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,TRUE,FALSE,1112,16
HX347772,16/7/14,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,815,16
HX347978,16/7/14,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,631,16
HX351236,16/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1011,16
HX347088,16/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,332,16
HX348805,16/7/14,CRIMINAL TRESPASS,TO VEHICLE,RESIDENCE,FALSE,FALSE,1812,17
HX347510,16/7/14,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,832,17
HX353140,16/7/14,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1225,17
HX412040,16/7/14,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1124,17
HX348234,16/7/14,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,TRUE,1932,17
HX347299,16/7/14,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,2012,17
HX347977,16/7/14,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1934,17
HY126913,16/7/14,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,833,17
HX347091,16/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1222,17
HX348930,16/7/14,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,FALSE,FALSE,824,17
HX347991,16/7/14,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,513,17
HX349280,16/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,2515,17
HX347998,16/7/14,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,2223,17
HX347140,16/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,621,17
HX377955,16/7/14,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,RESIDENCE,FALSE,TRUE,223,17
HX348983,16/7/14,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,1421,17
HX347177,16/7/14,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,TRUE,FALSE,524,17
HX347189,16/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,725,17
HX347251,16/7/14,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,RESIDENCE,TRUE,FALSE,2531,17
HX347216,16/7/14,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,713,17
HX347242,16/7/14,CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,FALSE,FALSE,835,17
HX347230,16/7/14,THEFT,$500 AND UNDER,RESIDENCE,FALSE,TRUE,332,17
HX348357,16/7/14,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,823,17
HX347266,16/7/14,ASSAULT,SIMPLE,RESIDENCE,TRUE,FALSE,2222,18
HX347575,16/7/14,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,324,18
HX347278,16/7/14,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,621,18
HX372920,16/7/14,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,2221,18
HX347293,16/7/14,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,FALSE,TRUE,533,18
HX373473,16/7/14,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,1623,18
HX347903,16/7/14,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,1123,18
HX347063,16/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,512,18
HX404289,16/7/14,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,1633,18
HX349387,16/7/14,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,533,18
HX348085,16/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,913,18
HX347390,16/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,2533,18
HX347407,16/7/14,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,TRUE,FALSE,1124,18
HX354811,16/7/14,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,431,18
HX347588,16/7/14,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,FALSE,FALSE,2411,18
HX351392,16/7/14,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1112,18
HX347544,16/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1821,18
HX347508,16/7/14,THEFT,$500 AND UNDER,RESIDENCE,TRUE,FALSE,726,18
HX347555,16/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,TRUE,FALSE,1125,18
HX349983,16/7/14,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,FALSE,FALSE,1633,18
HX348196,16/7/14,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,433,18
HX349094,16/7/14,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,1233,19
HX347605,16/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,523,19
HX347643,16/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,832,19
HX348031,16/7/14,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,424,19
HX347786,16/7/14,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,932,19
HX348946,16/7/14,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,132,19
HX347933,16/7/14,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,831,19
HX350572,16/7/14,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE,FALSE,FALSE,1132,19
HX353814,16/7/14,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,734,19
HX348194,16/7/14,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,612,19
HX347696,16/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,611,19
HX348809,16/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,123,19
HX347754,16/7/14,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,422,19
HX347879,16/7/14,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,TRUE,FALSE,414,19
HX347768,16/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1132,19
HX509367,16/7/14,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,2413,19
HX369394,16/7/14,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,2413,19
HX347971,16/7/14,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,511,19
HX348022,16/7/14,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,TRUE,FALSE,1122,19
HX347906,16/7/14,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1121,19
HX349464,16/7/14,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,715,19
HX349252,16/7/14,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,2233,19
HX347923,16/7/14,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,523,19
HX347969,16/7/14,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,714,19
HX348237,16/7/14,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,512,19
HX347975,16/7/14,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,1633,19
HX348202,16/7/14,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,1614,19
HX348224,16/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1612,19
HX348117,16/7/14,PUBLIC PEACE VIOLATION,ARSON THREAT,RESIDENCE,FALSE,TRUE,823,19
HX348027,16/7/14,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,RESIDENCE,TRUE,FALSE,423,19
HX348266,16/7/14,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,511,19
HX348154,16/7/14,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,TRUE,FALSE,424,19
HX348185,16/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1612,19
HX348130,16/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,734,19
HX348231,16/7/14,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,TRUE,FALSE,2531,19
HX348140,16/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,424,19
HX348152,16/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,923,19
HX348193,16/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,1524,19
HX348157,16/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1522,19
HX348161,16/7/14,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,FALSE,FALSE,432,19
HX348288,16/7/14,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,422,19
HX348211,16/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,726,19
HX348253,16/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,432,19
HX348223,16/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2531,19
HX348228,16/7/14,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,1012,19
HX349538,17/7/14,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE,FALSE,TRUE,331,19
HX351560,17/7/14,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,815,19
HX364296,17/7/14,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,614,19
HX355814,17/7/14,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,512,19
HX368089,17/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1014,19
HX445707,17/7/14,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,2514,19
HX348989,17/7/14,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,312,20
HX348269,17/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,323,20
HX348281,17/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,313,20
HX348271,17/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,2534,20
HX349380,17/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,511,20
HX348305,17/7/14,ASSAULT,AGG PO HANDS NO/MIN INJURY,RESIDENCE,TRUE,FALSE,2234,20
HX348332,17/7/14,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,1623,20
HX358369,17/7/14,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,FALSE,FALSE,1432,20
HX349648,17/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,624,20
HX348768,17/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1712,20
HX348575,17/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,723,20
HX348386,17/7/14,BATTERY,SIMPLE,RESIDENCE,TRUE,TRUE,523,20
HX348421,17/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,733,20
HX348471,17/7/14,NARCOTICS,MANU/DELIVER:COCAINE,RESIDENCE,TRUE,FALSE,731,22
HX348778,17/7/14,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,2522,22
HX348560,17/7/14,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,1122,22
HX349413,17/7/14,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,631,22
HX359502,17/7/14,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,513,22
HX383608,17/7/14,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,FALSE,FALSE,2521,22
HX412507,17/7/14,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,FALSE,FALSE,413,22
HX349903,17/7/14,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,FALSE,FALSE,1811,22
HX356756,17/7/14,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,234,22
HX349918,17/7/14,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,2222,22
HX348725,17/7/14,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,FALSE,TRUE,1014,22
HX348518,17/7/14,CRIMINAL TRESPASS,TO LAND,RESIDENCE,TRUE,FALSE,833,22
HX348519,17/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,413,22
HX348522,17/7/14,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,FALSE,FALSE,915,22
HX348581,17/7/14,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1713,22
HX348585,17/7/14,OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,RESIDENCE,FALSE,FALSE,923,22
HX348740,17/7/14,OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,RESIDENCE,FALSE,FALSE,923,22
HX480213,17/7/14,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,323,22
HX348576,17/7/14,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1532,22
HX350668,17/7/14,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,FALSE,FALSE,812,22
HX348626,17/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,613,22
HX348709,17/7/14,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,523,22
HX350465,17/7/14,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,1135,22
HX349107,17/7/14,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,412,22
HX348867,17/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1532,22
HX348649,17/7/14,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,1124,22
HX348640,17/7/14,BATTERY,AGG PO HANDS NO/MIN INJURY,RESIDENCE,TRUE,FALSE,2532,22
HX348732,17/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2222,22
HX348637,17/7/14,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,411,22
HX348680,17/7/14,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,FALSE,FALSE,822,22
HX348674,17/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,1011,22
HX348938,17/7/14,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,FALSE,TRUE,734,22
HX348728,17/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2534,22
HX387545,17/7/14,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,FALSE,FALSE,1231,22
HX350061,17/7/14,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,722,22
HX353851,17/7/14,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,FALSE,FALSE,1613,22
HX355320,17/7/14,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1711,22
HX348696,17/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,524,22
HX349136,17/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,2232,22
HX348893,17/7/14,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,2533,22
HX362577,17/7/14,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,FALSE,FALSE,835,22
HX349282,17/7/14,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,121,22
HX351503,17/7/14,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,FALSE,FALSE,715,22
HX348823,17/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,825,22
HX348860,17/7/14,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,725,22
HX477706,17/7/14,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,FALSE,FALSE,631,22
HX348928,17/7/14,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,734,22
HX354837,17/7/14,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,1234,22
HX349025,17/7/14,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,733,22
HX349543,17/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,432,22
HX354457,17/7/14,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,TRUE,FALSE,1921,22
HX355361,17/7/14,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,FALSE,FALSE,1411,22
HX349595,17/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,726,22
HX364006,17/7/14,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,FALSE,FALSE,1511,22
HX354259,17/7/14,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,RESIDENCE,FALSE,TRUE,831,22
HX349058,17/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,221,22
HX349037,17/7/14,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,FALSE,FALSE,1731,22
HX350685,17/7/14,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,523,22
HX349036,17/7/14,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,734,22
HX349032,17/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,713,22
HX349126,17/7/14,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,RESIDENCE,TRUE,TRUE,631,22
HX349125,17/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,TRUE,TRUE,2211,22
HX349267,17/7/14,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,1021,22
HX349133,17/7/14,PUBLIC PEACE VIOLATION,OTHER VIOLATION,RESIDENCE,TRUE,FALSE,624,22
HX349161,17/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,634,22
HX380514,17/7/14,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,934,22
HX349315,17/7/14,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,TRUE,FALSE,613,22
HX349371,17/7/14,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,1411,22
HX354171,17/7/14,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,735,22
HX354278,17/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,922,22
HX349964,17/7/14,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,1222,22
HX351382,17/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1413,22
HX349394,17/7/14,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,812,22
HX349403,17/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,432,22
HX354014,17/7/14,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,1613,22
HX353104,17/7/14,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1421,22
HX349619,17/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,731,22
HX349445,17/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1913,22
HX349474,17/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,511,22
HX349499,17/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,2221,22
HX349888,17/7/14,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,2212,22
HX356292,17/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,613,22
HX349631,17/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,2515,22
HX349503,17/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1622,22
HX349540,17/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,332,22
HX349725,17/7/14,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,1012,22
HX349546,17/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2213,22
HX351550,17/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,1821,22
HX349876,17/7/14,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,724,22
HX354557,17/7/14,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,813,22
HX459935,18/7/14,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,2221,22
HX371549,18/7/14,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,TRUE,FALSE,1533,22
HX349618,18/7/14,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,823,22
HX354438,18/7/14,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,431,22
HX355624,18/7/14,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,131,22
HY127696,18/7/14,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,FALSE,FALSE,423,22
HX350658,18/7/14,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,2011,22
HX349647,18/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,621,22
HX349828,18/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,412,22
HX357880,18/7/14,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,FALSE,TRUE,2233,22
HX350120,18/7/14,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,1522,24
HX350227,18/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,2234,24
HX349714,18/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,522,24
HX351443,18/7/14,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,FALSE,FALSE,1225,24
HX350246,18/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1922,24
HX349754,18/7/14,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1423,24
HX351348,18/7/14,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,231,24
