"CASE #","DATE OF OCCURRENCE","PRIMARY DESCRIPTION","SECONDARY DESCRIPTION","LOCATION DESCRIPTION","ARREST","DOMESTIC","BEAT","X PLOT VALUE","Y PLOT VALUE","DISTRICT","RANGE INDEX","SCORE"
"HX338571","9/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","1125","419","632","7","2","446"
"HX337599","9/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","1031","347","511","7","2","446"
"HX339278","9/7/14","CRIMINAL TRESPASS","TO LAND","RESIDENTIAL YARD (FRONT/BACK)","N","N","915","530","502","7","2","446"
"HX347382","9/7/14","MOTOR VEHICLE THEFT","AUTOMOBILE","RESIDENTIAL YARD (FRONT/BACK)","N","N","421","657","289","7","11","4226"
"HX337819","9/7/14","ASSAULT","SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","N","N","323","570","336","7","0","96"
"HX338262","9/7/14","MOTOR VEHICLE THEFT","AUTOMOBILE","RESIDENTIAL YARD (FRONT/BACK)","N","N","722","542","352","7","11","4226"
"HX338076","9/7/14","CRIMINAL TRESPASS","TO LAND","RESIDENTIAL YARD (FRONT/BACK)","Y","N","2232","506","174","7","2","451"
"HX338368","9/7/14","THEFT","OVER $500","RESIDENTIAL YARD (FRONT/BACK)","N","N","2512","217","750","7","16","7166"
"HX338143","9/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","Y","N","1522","285","619","7","2","451"
"HX338323","9/7/14","ASSAULT","SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","N","N","231","556","410","7","0","96"
"HX338664","9/7/14","CRIMINAL DAMAGE","TO PROPERTY","RESIDENTIAL YARD (FRONT/BACK)","N","N","431","718","245","8","9","2966"
"HX339390","9/7/14","ASSAULT","SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","N","N","1234","0","0","8","0","96"
"HX340156","9/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","1915","498","848","8","2","446"
"HX338908","9/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","835","426","282","8","2","446"
"HX341402","9/7/14","CRIMINAL DAMAGE","TO PROPERTY","RESIDENTIAL YARD (FRONT/BACK)","N","N","431","718","245","8","9","2966"
"HX338727","9/7/14","THEFT","OVER $500","RESIDENTIAL YARD (FRONT/BACK)","N","N","915","530","502","8","16","7166"
"HX339070","10/7/14","CRIMINAL DAMAGE","TO VEHICLE","RESIDENTIAL YARD (FRONT/BACK)","N","N","821","380","453","8","9","2966"
"HX338753","10/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","N","Y","532","586","73","8","2","441"
"HX340944","10/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","1733","394","815","8","2","446"
"HX338867","10/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","424","688","245","8","2","446"
"HX338882","10/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","N","Y","1532","302","650","8","2","441"
"HX403382","10/7/14","CRIMINAL DAMAGE","TO PROPERTY","RESIDENTIAL YARD (FRONT/BACK)","N","N","412","629","290","8","9","2966"
"HX339516","10/7/14","THEFT","OVER $500","RESIDENTIAL YARD (FRONT/BACK)","N","N","1812","513","749","8","16","7166"
"HX344501","10/7/14","THEFT","OVER $500","RESIDENTIAL YARD (FRONT/BACK)","N","N","1611","219","945","8","16","7166"
"HX340094","10/7/14","ASSAULT","SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","Y","N","512","580","156","8","0","101"
"HX344375","10/7/14","ASSAULT","AGGRAVATED: HANDGUN","RESIDENTIAL YARD (FRONT/BACK)","N","N","314","589","377","8","4","866"
"HX339355","10/7/14","ASSAULT","AGGRAVATED PO:KNIFE/CUT INSTR","RESIDENTIAL YARD (FRONT/BACK)","Y","N","2232","506","174","8","4","871"
"HX339997","10/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","2423","464","991","9","2","446"
"HX339332","10/7/14","CRIMINAL TRESPASS","TO LAND","RESIDENTIAL YARD (FRONT/BACK)","Y","N","1821","529","707","9","2","451"
"HX339385","10/7/14","NARCOTICS","FOUND SUSPECT NARCOTICS","RESIDENTIAL YARD (FRONT/BACK)","Y","N","613","501","294","9","17","8011"
"HX339372","10/7/14","CRIMINAL DAMAGE","TO VEHICLE","RESIDENTIAL YARD (FRONT/BACK)","N","N","832","439","337","9","9","2966"
"HX373713","10/7/14","CRIMINAL DAMAGE","TO PROPERTY","RESIDENTIAL YARD (FRONT/BACK)","N","N","424","688","245","9","9","2966"
"HX339474","10/7/14","BATTERY","AGGRAVATED: OTHER DANG WEAPON","RESIDENTIAL YARD (FRONT/BACK)","N","N","735","489","322","9","9","2966"
"HX339442","10/7/14","THEFT","ATTEMPT THEFT","RESIDENTIAL YARD (FRONT/BACK)","N","N","2531","260","712","9","2","446"
"HX339493","10/7/14","ASSAULT","SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","N","N","2422","462","1011","9","0","96"
"HX339591","10/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","1812","513","749","9","2","446"
"HX341363","10/7/14","ASSAULT","SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","N","N","923","418","419","9","0","96"
"HX339671","10/7/14","BATTERY","SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","N","N","835","426","282","9","2","446"
"HX340580","10/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","2535","360","714","9","2","446"
"HX341067","10/7/14","CRIMINAL DAMAGE","TO PROPERTY","RESIDENTIAL YARD (FRONT/BACK)","N","N","1724","0","0","9","9","2966"
"HX343756","10/7/14","THEFT","OVER $500","RESIDENTIAL YARD (FRONT/BACK)","N","N","511","584","197","9","16","7166"
"HX340253","10/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","813","327","368","9","2","446"
"HX339964","10/7/14","CRIMINAL TRESPASS","TO LAND","RESIDENTIAL YARD (FRONT/BACK)","Y","N","423","707","282","9","2","451"
"HX340501","10/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","624","561","294","9","2","446"
"HX339999","10/7/14","NARCOTICS","POSS: CANNABIS MORE THAN 30GMS","RESIDENTIAL YARD (FRONT/BACK)","Y","N","734","506","322","9","15","6751"
"HX340099","11/7/14","CRIMINAL TRESPASS","TO STATE SUP LAND","RESIDENTIAL YARD (FRONT/BACK)","Y","N","1823","523","691","9","2","451"
"HX340502","11/7/14","THEFT","OVER $500","RESIDENTIAL YARD (FRONT/BACK)","N","N","2233","526","148","10","16","7166"
"HX340353","11/7/14","OTHER OFFENSE","OTHER VEHICLE OFFENSE","RESIDENTIAL YARD (FRONT/BACK)","N","N","835","426","282","10","11","4226"
"HX343298","11/7/14","CRIMINAL DAMAGE","TO VEHICLE","RESIDENTIAL YARD (FRONT/BACK)","N","Y","632","593","275","10","9","2961"
"HX340184","11/7/14","CRIMINAL TRESPASS","TO LAND","RESIDENTIAL YARD (FRONT/BACK)","Y","N","324","579","320","10","2","451"
"HX340218","11/7/14","BATTERY","AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON","RESIDENTIAL YARD (FRONT/BACK)","N","Y","731","460","350","10","11","4221"
"HX341125","11/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","1422","379","716","10","2","446"
"HX340677","11/7/14","ASSAULT","AGGRAVATED: OTHER DANG WEAPON","RESIDENTIAL YARD (FRONT/BACK)","N","N","2232","506","174","10","4","866"
"HX340439","11/7/14","ROBBERY","ARMED: HANDGUN","RESIDENTIAL YARD (FRONT/BACK)","N","N","414","639","229","10","23","65546"
"HX340614","11/7/14","THEFT","FROM BUILDING","RESIDENTIAL YARD (FRONT/BACK)","Y","N","1733","394","815","10","8","2551"
"HX340796","11/7/14","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","RESIDENTIAL YARD (FRONT/BACK)","N","N","1134","393","613","10","6","1706"
"HX342126","11/7/14","THEFT","OVER $500","RESIDENTIAL YARD (FRONT/BACK)","N","N","613","501","294","10","16","7166"
"HX342315","11/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","433","726","73","10","2","446"
"HX341201","11/7/14","BATTERY","AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON","RESIDENTIAL YARD (FRONT/BACK)","Y","Y","1132","352","613","10","11","4226"
"HX343266","11/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","433","726","73","10","2","446"
"HX341242","11/7/14","CRIMINAL TRESPASS","TO LAND","RESIDENTIAL YARD (FRONT/BACK)","Y","N","1821","529","707","10","2","451"
"HX350055","11/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","1424","442","708","10","2","446"
"HX343504","11/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","1631","143","808","10","2","446"
"HX341884","11/7/14","ASSAULT","SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","N","N","934","494","413","10","0","96"
"HX341346","11/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","RESIDENTIAL YARD (FRONT/BACK)","Y","N","2534","337","714","11","2","451"
"HX341434","11/7/14","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","RESIDENTIAL YARD (FRONT/BACK)","Y","N","1014","364","570","11","2","451"
"HX341461","11/7/14","BATTERY","AGGRAVATED: OTHER DANG WEAPON","RESIDENTIAL YARD (FRONT/BACK)","Y","N","523","539","61","11","9","2971"
"HX341454","11/7/14","ASSAULT","AGGRAVATED: OTHER DANG WEAPON","RESIDENTIAL YARD (FRONT/BACK)","N","Y","821","380","453","11","4","861"
"HX342143","11/7/14","MOTOR VEHICLE THEFT","AUTOMOBILE","RESIDENTIAL YARD (FRONT/BACK)","N","N","1121","379","677","11","11","4226"
"HX341482","11/7/14","ASSAULT","AGGRAVATED:KNIFE/CUTTING INSTR","RESIDENTIAL YARD (FRONT/BACK)","N","N","924","466","459","11","4","866"
"HX342441","11/7/14","THEFT","OVER $500","RESIDENTIAL YARD (FRONT/BACK)","N","N","1923","486","826","11","16","7166"
"HX341494","11/7/14","CRIMINAL TRESPASS","TO LAND","RESIDENTIAL YARD (FRONT/BACK)","Y","N","432","680","198","11","2","451"
"HX341607","12/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","N","Y","1533","303","617","11","2","441"
"HX341698","12/7/14","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","RESIDENTIAL YARD (FRONT/BACK)","Y","N","934","494","413","11","6","1711"
"HX341716","12/7/14","BATTERY","AGGRAVATED: HANDGUN","RESIDENTIAL YARD (FRONT/BACK)","N","N","431","718","245","11","9","2966"
"HX341856","12/7/14","OTHER OFFENSE","OTHER VEHICLE OFFENSE","RESIDENTIAL YARD (FRONT/BACK)","N","N","2413","414","941","11","11","4226"
"HX344767","12/7/14","THEFT","OVER $500","RESIDENTIAL YARD (FRONT/BACK)","N","N","414","639","229","11","16","7166"
"HX342145","12/7/14","CRIMINAL TRESPASS","TO LAND","RESIDENTIAL YARD (FRONT/BACK)","Y","N","2521","305","772","11","2","451"
"HX342780","12/7/14","BATTERY","AGGRAVATED:KNIFE/CUTTING INSTR","RESIDENTIAL YARD (FRONT/BACK)","N","N","923","418","419","12","9","2966"
"HX342439","12/7/14","ASSAULT","AGGRAVATED: HANDGUN","RESIDENTIAL YARD (FRONT/BACK)","N","N","2232","506","174","12","4","866"
"HX342669","12/7/14","MOTOR VEHICLE THEFT","AUTOMOBILE","RESIDENTIAL YARD (FRONT/BACK)","N","N","1524","282","678","12","11","4226"
"HX343155","12/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","423","707","282","12","2","446"
"HX343530","12/7/14","BATTERY","SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","N","N","1914","507","865","12","2","446"
"HX342630","12/7/14","ASSAULT","SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","N","N","1822","502","701","12","0","96"
"HX342833","12/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","1723","364","853","12","2","446"
"HX343391","12/7/14","MOTOR VEHICLE THEFT","CYCLE, SCOOTER, BIKE W-VIN","RESIDENTIAL YARD (FRONT/BACK)","N","N","1712","340","890","12","11","4226"
"HX343490","12/7/14","THEFT","OVER $500","RESIDENTIAL YARD (FRONT/BACK)","N","N","523","539","61","12","16","7166"
"HX342765","12/7/14","NARCOTICS","POSS: CRACK","RESIDENTIAL YARD (FRONT/BACK)","Y","N","935","530","422","12","17","8011"
"HX342819","12/7/14","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","RESIDENTIAL YARD (FRONT/BACK)","Y","N","1124","398","632","14","2","451"
"HX342799","12/7/14","CRIMINAL TRESPASS","TO LAND","RESIDENTIAL YARD (FRONT/BACK)","Y","N","523","539","61","14","2","451"
"HX342814","12/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","N","Y","522","552","108","14","2","441"
"HX342956","13/7/14","BATTERY","AGGRAVATED: OTHER DANG WEAPON","RESIDENTIAL YARD (FRONT/BACK)","N","N","922","416","447","14","9","2966"
"HX343079","13/7/14","BURGLARY","FORCIBLE ENTRY","RESIDENTIAL YARD (FRONT/BACK)","Y","N","2221","459","227","14","11","4231"
"HX343247","13/7/14","CRIMINAL TRESPASS","TO LAND","RESIDENTIAL YARD (FRONT/BACK)","N","N","1921","427","814","14","2","446"
"HX343171","13/7/14","CRIMINAL TRESPASS","TO LAND","RESIDENTIAL YARD (FRONT/BACK)","N","N","1511","263","678","14","2","446"
"HX343175","13/7/14","OTHER OFFENSE","ANIMAL ABUSE/NEGLECT","RESIDENTIAL YARD (FRONT/BACK)","Y","N","1523","282","652","14","6","1711"
"HX352866","13/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","2412","394","961","14","2","446"
"HX343458","13/7/14","CRIMINAL DAMAGE","TO VEHICLE","RESIDENTIAL YARD (FRONT/BACK)","N","N","1824","549","703","14","9","2966"
"HX343401","13/7/14","CRIMINAL TRESPASS","TO LAND","RESIDENTIAL YARD (FRONT/BACK)","Y","N","212","569","514","14","2","451"
"HX343434","13/7/14","CRIMINAL TRESPASS","TO LAND","RESIDENTIAL YARD (FRONT/BACK)","N","N","2031","413","881","14","2","446"
"HX348056","13/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","813","327","368","14","2","446"
"HX448437","13/7/14","THEFT","FROM BUILDING","RESIDENTIAL YARD (FRONT/BACK)","N","N","414","639","229","14","8","2546"
"HX344987","13/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","421","657","289","15","2","446"
"HX343759","13/7/14","CRIMINAL TRESPASS","TO LAND","RESIDENTIAL YARD (FRONT/BACK)","Y","N","533","603","19","15","2","451"
"HX343833","13/7/14","BATTERY","AGGRAVATED:KNIFE/CUTTING INSTR","RESIDENTIAL YARD (FRONT/BACK)","N","N","2522","312","743","15","9","2966"
"HX343881","13/7/14","ROBBERY","ARMED: OTHER DANGEROUS WEAPON","RESIDENTIAL YARD (FRONT/BACK)","N","N","831","406","335","15","23","65546"
"HX343925","13/7/14","ASSAULT","SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","N","N","2233","526","148","15","0","96"
"HX344079","13/7/14","INTERFERENCE WITH PUBLIC OFFICER","RESIST/OBSTRUCT/DISARM OFFICER","RESIDENTIAL YARD (FRONT/BACK)","Y","N","312","562","375","15","6","1711"
"HX344534","13/7/14","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENTIAL YARD (FRONT/BACK)","N","N","1933","492","788","15","9","2966"
"HX344529","13/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","1221","0","0","15","2","446"
"HX344084","13/7/14","CRIMINAL DAMAGE","TO VEHICLE","RESIDENTIAL YARD (FRONT/BACK)","N","N","511","584","197","15","9","2966"
"HX344460","14/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","613","501","294","15","2","446"
"HX368226","14/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","1413","381","751","15","2","446"
"HX344191","14/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","N","Y","421","657","289","15","2","441"
"HX344220","14/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","Y","Y","2514","270","776","15","2","446"
"HX353906","14/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","1511","263","678","15","2","446"
"HX344337","14/7/14","ASSAULT","AGGRAVATED:KNIFE/CUTTING INSTR","RESIDENTIAL YARD (FRONT/BACK)","N","N","522","552","108","15","4","866"
"HX349326","14/7/14","OTHER OFFENSE","OTHER VEHICLE OFFENSE","RESIDENTIAL YARD (FRONT/BACK)","N","N","1532","302","650","15","11","4226"
"HX344853","14/7/14","THEFT","OVER $500","RESIDENTIAL YARD (FRONT/BACK)","N","N","2423","464","991","15","16","7166"
"HX344498","14/7/14","ROBBERY","ARMED: HANDGUN","RESIDENTIAL YARD (FRONT/BACK)","N","N","712","506","385","15","23","65546"
"HX344888","14/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","431","718","245","15","2","446"
"HX344625","14/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","Y","Y","1523","282","652","15","2","446"
"HX344830","14/7/14","CRIMINAL DAMAGE","TO PROPERTY","RESIDENTIAL YARD (FRONT/BACK)","N","N","413","629","261","15","9","2966"
"HX344706","14/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","423","707","282","16","2","446"
"HX344824","14/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","Y","N","1011","350","589","16","2","451"
"HX345239","14/7/14","NARCOTICS","MANU/DELIVER: HEROIN (WHITE)","RESIDENTIAL YARD (FRONT/BACK)","Y","N","1011","350","589","16","21","27751"
"HX345697","14/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","225","560","437","16","2","446"
"HX345348","14/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","623","537","269","16","2","446"
"HX345741","14/7/14","THEFT","OVER $500","RESIDENTIAL YARD (FRONT/BACK)","N","N","1924","483","806","16","16","7166"
"HX345944","15/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","523","539","61","16","2","446"
"HX345666","15/7/14","CRIMINAL DAMAGE","TO VEHICLE","RESIDENTIAL YARD (FRONT/BACK)","N","Y","714","464","373","17","9","2961"
"HX345597","15/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","N","Y","932","459","414","17","2","441"
"HX368086","15/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","413","629","261","17","2","446"
"HX345899","15/7/14","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","RESIDENTIAL YARD (FRONT/BACK)","Y","N","414","639","229","17","6","1711"
"HX346348","15/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","1024","382","558","17","2","446"
"HX345875","15/7/14","ASSAULT","AGGRAVATED:KNIFE/CUTTING INSTR","RESIDENTIAL YARD (FRONT/BACK)","Y","N","332","648","367","17","4","871"
"HX345980","15/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","RESIDENTIAL YARD (FRONT/BACK)","Y","N","1021","382","585","17","2","451"
"HX346299","15/7/14","THEFT","OVER $500","RESIDENTIAL YARD (FRONT/BACK)","N","N","1924","483","806","17","16","7166"
"HX346296","15/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","1434","437","726","17","2","446"
"HX347942","15/7/14","THEFT","OVER $500","RESIDENTIAL YARD (FRONT/BACK)","N","N","1412","377","782","17","16","7166"
"HX346973","15/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","1812","513","749","17","2","446"
"HX346976","15/7/14","CRIMINAL DAMAGE","TO PROPERTY","RESIDENTIAL YARD (FRONT/BACK)","N","N","1631","143","808","17","9","2966"
"HX347825","15/7/14","CRIMINAL TRESPASS","TO RESIDENCE","RESIDENTIAL YARD (FRONT/BACK)","N","N","1813","515","729","18","2","446"
"HX346612","15/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","Y","Y","431","718","245","18","2","446"
"HX347212","15/7/14","CRIMINAL DAMAGE","CRIMINAL DEFACEMENT","RESIDENTIAL YARD (FRONT/BACK)","N","N","913","497","525","18","11","4226"
"HX347071","15/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","1812","513","749","18","2","446"
"HX347141","15/7/14","CRIMINAL DAMAGE","TO VEHICLE","RESIDENTIAL YARD (FRONT/BACK)","N","N","1424","442","708","18","9","2966"
"HX347130","16/7/14","CRIMINAL DAMAGE","TO PROPERTY","RESIDENTIAL YARD (FRONT/BACK)","N","N","422","700","307","18","9","2966"
"HX348429","16/7/14","THEFT","OVER $500","RESIDENTIAL YARD (FRONT/BACK)","N","N","511","584","197","18","16","7166"
"HX347045","16/7/14","CRIMINAL TRESPASS","TO LAND","RESIDENTIAL YARD (FRONT/BACK)","Y","N","734","506","322","18","2","451"
"HX347157","16/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","215","588","477","18","2","446"
"HX348242","16/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","1935","520","769","18","2","446"
"HX347110","16/7/14","OTHER OFFENSE","TELEPHONE THREAT","RESIDENTIAL YARD (FRONT/BACK)","N","N","332","648","367","18","1","236"
"HX347537","16/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","2511","218","779","18","2","446"
"HX347404","16/7/14","MOTOR VEHICLE THEFT","AUTOMOBILE","RESIDENTIAL YARD (FRONT/BACK)","N","N","1713","386","878","18","11","4226"
"HX347484","16/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","RESIDENTIAL YARD (FRONT/BACK)","Y","N","523","539","61","18","2","451"
"HX347650","16/7/14","OTHER OFFENSE","PAROLE VIOLATION","RESIDENTIAL YARD (FRONT/BACK)","Y","N","233","560","389","18","6","1711"
"HX348150","16/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","N","Y","834","353","269","19","2","441"
"HX347893","16/7/14","BATTERY","AGGRAVATED: HANDGUN","RESIDENTIAL YARD (FRONT/BACK)","N","N","1233","511","566","19","9","2966"
"HX347759","16/7/14","CRIMINAL DAMAGE","TO VEHICLE","RESIDENTIAL YARD (FRONT/BACK)","N","N","2531","260","712","19","9","2966"
"HX347840","16/7/14","ASSAULT","AGGRAVATED:KNIFE/CUTTING INSTR","RESIDENTIAL YARD (FRONT/BACK)","N","N","2413","414","941","19","4","866"
"HX348053","16/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","RESIDENTIAL YARD (FRONT/BACK)","Y","N","621","464","261","19","2","451"
"HX349424","16/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","1711","350","929","19","2","446"
"HX347987","16/7/14","GAMBLING","GAME/DICE","RESIDENTIAL YARD (FRONT/BACK)","Y","N","624","561","294","19","2","451"
"HX348084","16/7/14","THEFT","OVER $500","RESIDENTIAL YARD (FRONT/BACK)","N","N","2432","474","962","19","16","7166"
"HX351475","16/7/14","THEFT","OVER $500","RESIDENTIAL YARD (FRONT/BACK)","N","N","1723","364","853","19","16","7166"
"HX350704","16/7/14","ASSAULT","SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","N","N","1421","404","727","19","0","96"
"HX348583","16/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","2424","441","993","19","2","446"
"HX348492","16/7/14","CRIMINAL DAMAGE","TO PROPERTY","RESIDENTIAL YARD (FRONT/BACK)","N","N","2513","222","722","19","9","2966"
"HX348391","17/7/14","MOTOR VEHICLE THEFT","AUTOMOBILE","RESIDENTIAL YARD (FRONT/BACK)","N","N","2234","498","125","19","11","4226"
"HX354003","17/7/14","CRIMINAL DAMAGE","TO VEHICLE","RESIDENTIAL YARD (FRONT/BACK)","N","N","1533","303","617","20","9","2966"
"HX348268","17/7/14","BATTERY","SIMPLE","RESIDENTIAL YARD (FRONT/BACK)","Y","N","824","428","390","20","2","451"
"HX348368","17/7/14","CRIMINAL DAMAGE","TO PROPERTY","RESIDENTIAL YARD (FRONT/BACK)","N","N","1221","0","0","20","9","2966"
"HX348375","17/7/14","ARSON","BY FIRE","RESIDENTIAL YARD (FRONT/BACK)","N","Y","1111","332","674","22","11","4221"
"HX349421","17/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","1121","379","677","22","2","446"
"HX349739","17/7/14","CRIMINAL DAMAGE","TO PROPERTY","RESIDENTIAL YARD (FRONT/BACK)","N","N","2221","459","227","22","9","2966"
"HX349937","17/7/14","THEFT","OVER $500","RESIDENTIAL YARD (FRONT/BACK)","N","N","1723","364","853","22","16","7166"
"HX348630","17/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","824","428","390","22","2","446"
"HX348934","17/7/14","CRIMINAL DAMAGE","TO PROPERTY","RESIDENTIAL YARD (FRONT/BACK)","N","N","414","639","229","22","9","2966"
"HX348760","17/7/14","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","RESIDENTIAL YARD (FRONT/BACK)","N","N","422","700","307","22","6","1706"
"HX353832","17/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","2213","0","0","22","2","446"
"HX348828","17/7/14","CRIMINAL TRESPASS","TO LAND","RESIDENTIAL YARD (FRONT/BACK)","Y","N","432","680","198","22","2","451"
"HX348852","17/7/14","CRIMINAL DAMAGE","TO VEHICLE","RESIDENTIAL YARD (FRONT/BACK)","N","N","824","428","390","22","9","2966"
"HX349760","17/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","1811","483","743","22","2","446"
"HX349288","17/7/14","MOTOR VEHICLE THEFT","ATT: AUTOMOBILE","RESIDENTIAL YARD (FRONT/BACK)","N","N","1512","264","652","22","11","4226"
"HX349347","17/7/14","NARCOTICS","MANU/DELIVER: HEROIN (WHITE)","RESIDENTIAL YARD (FRONT/BACK)","Y","N","1112","361","683","22","21","27751"
"HX350601","17/7/14","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","N","N","723","517","351","22","2","446"
"HX350022","17/7/14","CRIMINAL DAMAGE","TO VEHICLE","RESIDENTIAL YARD (FRONT/BACK)","N","N","1522","285","619","22","9","2966"
